they're just closer to home .	他們只是靠近家 。
i will show you briefly now two of these public spaces .	我現在要給你們看兩個公共空間 。
nobody understands us , but we feed you well .	沒有人能理解我們 , 但我們也餵食你 。
that's what i've learned the most in the last few years .	這就是我在過去幾年所學到的 。
i was like , " yes , women , we are rocking it .	我說: 「 是的 , 女人 , 我們正在努力 。
this is one of my absolute favorite things anywhere .	這是我最喜歡的東西 。
do you think there is a role for microcredit at all ?	你認為有一套微軟的角色嗎 ?
up until the early '80s , it was the other way around .	直到八十年代初期 , 直到早期八十年代 。
so , they had minimal technology , but they had some technology .	所以 , 他們最低科技 , 但他們有一些技術 。
you're going to like reading , " and just read and read .	你要閱讀 , 閱讀和閱讀 。
tt: it's in there really . definitely .	tt:這真的很有限 。
sw: unless she brainwashed me to forget them .	塞雷娜:除非她把我忘記 。
there are thousands of these blue dots all over the county .	上面有數以千計的藍點 。
the end result is that you can perform your best when it matters most .	最後的結果是 , 你能表現最佳的結果 。
then , darwin starts studying my field , economics .	接著 , 達爾文開始研究我的領域、經濟 。
and they're like , " what's that girl doing ? "	他們會說: 「 那個女孩在做什麼 ? 」
the moon is just the right size: big but not too big .	月亮是對的尺寸:大大 , 但不太大 。
and i looked up and said , " who is that man ? "	我看著他說: 「 誰是那個男人 ? 」
and every tick mark here is when he made them clap .	每一滴石頭 , 都是當他把他放下去 。
he could never leave the tank or interact with the outside world .	他永遠不會離開銀行或和外面的世界互動 。
ok , we have some questions . jc: ok .	好 , 我們有一些問題:好 。
and so what better to sell boys than superheroes ?	所以 , 比超級英雄們還要好嗎 ?
what is its connection ? when was it last used in conversation ?	什麼是它的連結呢 ? 當過去用在對話中呢 ?
they went down like elevators ; we got on them .	他們像電梯一樣 , 我們在他們身上 。
history was real , cultures were real , but countries were invented .	歷史是真實的 , 文化是真正的 , 但國家也被發明了 。
yeah , that's a terrifying result .	沒錯 , 這是一件很糟糕的結果 。
they have as much control over their own fates as my car .	他們有多掌控自己的命運 。
i saw the ted fellows my first day here .	我看到了ted的第一天 。
an important question becomes: what limits do these people have ?	重要的問題是:這些人有多少限制 ?
now , of course , we know what it is: it's the wikipedia .	當然 , 我們知道它是維基百科 。
this is most apparent with the outer layer , or the cortex .	這是最顯著的 , 或皮膚 。
it's a bit odd , because i'm an economist .	有點奇怪 , 因為我是經濟學家 。
and that is democracy at the grassroots level in action .	這正是民主在行動的層面上 。
and that's not the only trick we learned from silicon valley .	這就是我們從矽谷所學到的 。
so the pride of lions is the proof of concept .	獅子的原則是概念
man: it was at least six , six to eight inches , i would have thought .	男子:至少六到八英吋 , 我會想 。
this disease afflicts about 20 , 000 a year in the united states .	這種疾病在美國每年有20 , 000年 。
because at that point it's just really like , it's my body and the music .	因為在那時候 , 它是我的身體和音樂 。
why ? well , the short story is , our sponsors split on us .	為什麼 ? 嗯 , 短短的故事是我們的贊助 。
but ever since then , the wheelchair has been a given in my life .	但從那之後 , 輪椅已經有了我人生的輪椅 。
and one way to provide support was learning how to administer narcan .	提供支持的方法就是學習如何管理員工 。
dispatcher: i don't have anybody to send out there .	旁白:我沒有任何人要送出去 。
and i said , " what you mean it's higher than it's ever been ?	我說: 「 你的意思是比它更高嗎 ?
so roughly , we have 50 million data points for a given human brain .	因此 , 大約有500萬個數據給人類的大腦 。
and what we learned was that we needed to think about redesigning courses .	我們學到的是 , 我們需要思考重新設計課程 。
it's early , but i've already , i've got some lined up .	很早 , 但我已經有了一些線 。
you tell anybody and everybody who will listen , " i didn't do it !	你告訴任何人 , 聽著: 「 我沒這麼做 。
anybody here who'd like to know the day of the week they were born ?	有人想知道天哪一天他們出生的 ?
any portion around the theater actually can be opened discretely .	在戲劇院裡的任何部分都可以被開放 。
so today , i would like to talk to you about the relationship between theater and technology .	今天 , 我想要談談與科技之間的關係 。
fourthgraders love their dinosaurs , they memorize them .	四年級學生們喜歡他們的恐龍 , 他們記住了 。
40 , 000 kids a year are affected by these libraries .	四萬名孩童被這些圖書館所影響 。
and we just don't have the tools that are small enough to work with them .	我們沒有工具可以和它們一起工作 。
video: now she comes up to dr . sue and starts writing again .	影片:現在她來了 , 開始寫作 。
instead , there was a litany of astonishing optimism .	相反的 , 樂觀的樂觀 。
rather , local leaders committed to revisiting them later on .	當地領袖們承諾要重新審視他們 。
that actually occurred this year . she took early retirement .	今年 , 她開始退休 。
it is textured to allow coral polyps to attach .	讓珊瑚蟲可以讓珊瑚上升 。
you don't want to just go and crush them with a big claw .	你不想把他們拿著巨大的爪子 。
and here it is with the abstract surrounding .	這裡有一個抽象象徵 。
and that would be what explains all these elementary particles that we see .	這就是我們所看到的粒子 。
so i'll just describe a couple of things that we've created .	我只是描述我們創造的幾件事 。
it's a different kind of enterprise for a new economy .	這是一種新的經濟體 。
so , one of the things that i love to do is to explore skill .	我最喜歡做的就是去探索技能 。
i see what the status quo is ; i don't like it . "	我看到的是 , 我不喜歡它 。
they act like supercharged killer t cells on steroids .	他們喜歡超級高血管的蛋白質 。
now you don't find several thousand targets in that area .	現在你沒有找到幾千個目標 。
it's a mental process , and it's a process of extraction .	這是個心理過程 , 過程是過程的過程 。
you can advocate for granting legal personhood to water .	你可以鼓勵人工的法律來到水中 。
does that salivation mean that the dog wants to eat the bell ?	意思是狗想要吃飯嗎 ?
this is a picture of my family , and that is netra , my wife .	這是我家人的照片 , 這是我的妻子 。
you you're a conservative member of congress .	你是國會的保守議員 。
and it's sort of like a better version of the toolbar .	這有點像是更好的版本 。
and this is what i tell my students: step outside of your tiny , little world .	這就是我告訴我的學生:站在你小小的世界 。
and then if that person interrupts , then those two heads may turn .	如果那個人打斷 , 那兩頭就會出現 。
that chain of being , really the first organized unit of that , is the cell .	這樣 , 第一個組織的單位 , 就是細胞 。
it changes with temperature and with barometric pressure .	它會改變溫度和障礙 。
now , i know some of you have requested the book in pill form .	現在 , 我知道有些人已經重新排列了一本書 。
one knob is the knob for controlling global temperature .	其中一個knck是控制全球溫度 。
i'm very good at this , and i don't want you to ever stop .	我非常擅長 , 我不希望你們停止 。
it even turns bread crust a beautiful , golden brown .	甚至把麵包變成漂亮的黃金褐色 。
yeah , i guess by definition , it's kind of computer music .	是的 , 我猜測它是電腦音樂 。
now there are two things to note about how supernovas create elements .	現在有兩件事來說明超新星如何創造元素 。
there is no clock , there is no rope , and there is no sheet .	沒有任何繩子 , 沒有螺旋結構 , 沒有螺旋 。
but it ain't plugandplay , not by a long shot .	但它不是很長的照片 。
and i've just started a threeyear think tank for autism .	我已經開始了三年前 , 開始一個三歲的自閉症 。
can we change things that affect air pollution and climate at the same time ?	我們可以改變氣候變遷和氣候變化嗎 ?
it made for a heck of a profile picture on facebook for a week .	它在臉書上拍了一週的照片 。
my saying was going to be , " i'm taking out the trash ! "	我說: 「 我在垃圾桶 ! 」
and the next two weeks you complain to your family about how sore you are .	接下來的兩週 , 和你的家人有關你的家庭 。
there can always be doubt , if doubt is what you seek .	總是懷疑 , 如果懷疑是你所看到的 。
for example , we don't want 20 , 000 dollars ; we don't have it .	舉例來說 , 我們不需要20 , 000美金 , 我們不想得到 。
i was like , " is this what blonde girls feel like all the time ?	我是說: 「 每次的女孩都覺得嗎 ?
forrest north: the beginning of any collaboration starts with a conversation .	史蒂夫:一開始 , 開始和對話的開始 。
and you know what those products and services are , because you own some of them .	你們知道這些產品和服務是什麼 , 因為你自己有一些 。
you have a sevendigit number , call out any six of them please .	你有七個數字 , 稱之為六個 。
but joanne looked at me and talked to me like we were old friends .	但joanne看著我 , 跟我說 , 就像我們是老朋友 。
anyway , we bought 'em , we set everything up and then we waited .	無論如何 , 我們買了一套東西 , 然後我們等待 。
so we can't just uniformly dismiss all patterns like that .	所以我們不能完全不單單獨立地分辨這些圖像 。
but even a presentday transistor operates at the gigahertz .	但即使在吉瓦爾的電晶體上 , 還是有一天 。
you can come when you are in curitiba and have a coffee there .	當你在咖啡廳時 , 有咖啡 。
you cannot beat it for attracting the best people and bringing them together .	你不能打敗它 , 把它們聚集在一起 。
there are still places in the sea as pristine as i knew as a child .	有些地方仍在海洋中 , 如我所知的 。
many economists would have you believe that their field is an objective science .	許多經濟學家認為他們的領域是客觀的科學 。
i learned that from a maid in a motel and a king of a country .	我從馬上學到 , 來自於馬車和國內的一間小屋子 。
but today i want to focus on this concept of composition for physical space .	但今天我要專注於這個概念的概念 。
overall , allison is in much better health than the average school kid .	畢竟 , 艾瑞森比一般學校的健康都更好 。
in 2008 , something incredible happened: a man was cured of hiv .	在2008年 , 一件令人驚喜的事:一個人愛滋病 。
with blue light , we can drive information , and it's in the form of a one .	藍色光 , 我們可以驅動資訊 , 和藍光 。
so they call us out and , you know " ladies , you have one minute . "	所以他們說: 「 女士 , 你有一分鐘 。 」
like , even when you're having a good time , when is the good time over ?	即使你有好的時間 , 好嗎 ?
each bottle is different , meaning the water level will give you a different shape .	每個瓶子都是不同的形狀 。
and we see the angles of the rings at different angles , there .	我們可以看到這些角落在不同的角度 。
she said , " rosie ! you can't ask people questions like that . "	她說: 「 羅西 , 你不能問人們的問題 。 」
one that doesn't appear to be emitting light at all: earth .	其中一個沒有出現在:地球上 。
it's that it's the first time that it's having major economic impact .	這是第一次 , 它是經濟衝擊的 。
he gave me the same treatment , and i've been cured for three years now .	他給我了同樣的治療 , 我已經治療了三年 。
now , alice had trouble getting funding for her research .	現在 , 艾莉絲接受資助她的研究 。
and at this point , we've come 100 , 000 lightyears from here .	此時 , 我們有十萬個光線 。
you know , all learners engage really well with interactive videos and so on .	你知道 , 所有學習者都參與了互動影片和互動影片 。
the food we eat also influences which microbes live in our gut .	我們吃的食物也影響到我們的腸子 。
in the seventies , it was punk music that drove the whole generation .	在七十年代 , 它是一代的音樂 。
yet almost all the corn we eat has been altered genetically in some way .	但幾乎我們吃的所有珊瑚都在某種程度上改變 。
and i can even pronounce his name: thucydides . "	我甚至可以宣稱他的名字: 「 愛德華 」 。
and when farmers become more productive , they reduce environmental pressure .	當農夫變得更有生產力 , 他們減少環境壓力 。
and what's true for sensory information is true for information generally .	對於資訊一般來說 , 對於資訊一般來說是正確的 。
but i'm going to tell you exactly what it means on the ground for someone like me .	但我要告訴各位的是這對我來說是什麼意思 。
the second reason we really liked mri is that there's no radiation .	第二個原因是 , 沒有輻射 。
at this moment , i knew the girls needed a way to connect with their fathers .	在這一刻 , 我知道女孩們需要一種方式和她們父親一起 。
it made scientists rethink where life on earth might have actually begun .	它讓科學家重新思考地球上生命的可能性 。
recently i visited beloit , wisconsin .	最近我參加了 , wisin 。
turn thee , benvolio , and look upon thy death . "	死去 , 死去 。 」
sixtythree million americans voted for donald trump .	六千萬美國人投票給川普 。
in fact , it's a very small piece of a much bigger and better story .	事實上 , 它是一個非常小的一小部分 , 更好的故事 。
this shouldn't surprise us , because actually , everybody grows .	這並不讓人驚訝 , 因為事實上 , 每個人都成長 。
this image i've decided to show having a reservation about it .	這張照片是我決定要展示一些保守 。
so something went wrong with us at the top of that animal kingdom as women .	所以 , 在動物界的頂端 , 動物界的頂端是女人 。
then i also felt like , " where's this been hiding this whole time ?	然後我也覺得: 「 這種東西在哪裡 ?
and purchasing for progress today is in 21 countries .	今天的進步是21個國家
and if you do that , you find a certain amount of genetic variation in africa .	如果你這樣做 , 你就會發現非洲各地的基因變異 。
but also with will , who made me aware of the divide in me .	但 , 誰會讓我意識到我 。
the daughter's marriage is very special to the mom .	女兒的婚姻非常特別 。
and so , we're in a wonderful situation with electricity in the rich world .	所以 , 我們在富裕世界的情況下 。
so some of the sustainability is about doing more , not about doing less .	所以 , 有些永續發展是要做更多 , 不要做更多 。
and what are relationships other than a string of microinteractions ?	什麼是對微inter的影響呢 ?
it feels so much more comfortable simply to lay down the law .	感覺很舒適 , 讓它變得更舒適 。
it'll only show you the party invitation if i actually have one .	只能給你們看同一個人 , 如果我真的有一件事 。
perhaps the bestknown example came from the fore people of new guinea .	或許最棒的例子是來自於紐澤西的例子 。
epoch after epoch of sameness , nonevents without number .	同樣的 , 沒有數量 , 沒有數量 。
it exists in america . it's called fmla . it does not work .	它存在於美國 , 叫做fmla , 它沒有運作 。
so dapsone , or something like that , you have to take for a while .	dpsone , 或類似的東西 , 你必須花時間 。
so as a humanist , i believe we must not despair for humanity .	身為人類主義者 , 我相信我們絕對不對人類 。
when people find out i write about time management , they assume two things .	當人們發現我寫了關於時間管理時 , 他們假設兩件事 。
the big homey told me this: money rules the world and everything in it .	大家告訴我這個:金錢規則世界和一切 。
we started to train harder , and the results were great ; they asked for more .	我們開始訓練 , 結果很棒 , 他們要求更多 。
jh: questions for philip rosedale ? right here .	jh:好吧 ? 好吧 ?
i'm in a very different state and i'm thinking , " wow !	我在一個非常不同的狀態我想: 「 哇 !
i called ravi before coming here to ask permission to share his story .	我打電話給大家分享他的故事 。
and i also learned that a great song can make hard work go a little easier .	我也學到了一首很棒的歌可以讓困難工作變得更容易 。
i'm going to play it all the way through and you're going to follow .	我將要玩這一切 , 然後你要走進去 。
now , in aberdeen , i started my dermatology training .	在阿伯德 , 我開始了我的教學訓練 。
i don't think i could get one big enough to try and calm down .	我不認為我可以得到一個巨大的足以試著和冷靜 。
in this instance , carrying a glass of water is easy .	在這種情況下 , 水是很容易的 。
the mall is a symbol of american democracy .	馬爾是美國民主的象徵 。
and while i was in the coma , i had many alternate realities .	當我在咖啡館時 , 我有許多替代的現實 。
so , it's empathizing the other person being touched .	所以 , 同理心的人被觸碰到 。
they are attitude , awareness and authenticity .	他們是態度、意識和真實性 。
and with him , i was able to do a project that was really fantastic .	在他身上 , 我可以做一個計畫 , 非常棒 。
so i think we are faced with a fundamental problem in our society .	所以我認為我們面對的是社會的基本問題 。
nature actually didn't stop its wonders in the plant kingdom .	大自然並沒有阻止它在植物界的奇妙 。
we can go explore the other side of the hawaiian islands .	我們可以去探索另一邊的夏威夷島 。
it is a story of hope , resilience and glamour .	這是關於希望、韌性和魅惑 。
in other words , the results of these actions were inheritable .	換言之 , 這些行為的結果是不可避免的 。
would the pakistanis please just stand up please ?	巴基斯坦是否會站起來嗎 ?
i was like , " 25 , 000 , isn't that a lot ? "	我說: 「 25 , 000 , 不是嗎 ? 」
i thought my instincts would naturally tell me what to do .	我以為我的直覺會自然告訴我要做什麼 。
he's trying to get his muscles going and get out of this .	他試著讓肌肉走出去 。
you'd think it would be otherwise , but it isn't .	你認為它會是這樣的 , 但不是這樣 。
there are hundreds of reasons why we can't be artists right now .	有數百個理由我們不能藝術家 。
so , i was fortunate enough to be born a very dreamy child .	所以 , 我很幸運出生一個很棒的孩子 。
yet as i wage this new war i'm not alone in this drama .	但當我在這個戲劇中 , 我並不孤單 。
ca: that's a high gross margin business . i like it .	克:那是個高的商店 , 我喜歡它 。
and so they're predominantly interested in psychology .	所以他們對心理學有興趣
we don't have to keep growing these bridges to nowhere .	我們不需要繼續成長這些橋樑 。
js: well , math certainly works . math certainly works .	js:嗯 , 數學當然是成功的 。
what happens is that , at first , people start off reasonably cooperative .	首先 , 人們開始互相合作 。
so , do you believe it's possible to see through somebody else's eyes ?	所以 , 你相信它能看到別人的眼睛嗎 ?
now , that's the equivalent of a hot dog bun .	現在 , 這是一隻熱狗狗的 。
you know , " design bad design , there's just no excuse for it .	你知道: 「 設計設計壞設計 , 沒有任何事 。
if you are happy , you are going to attract other happy people to you .	如果你很高興 , 你會吸引別人的快樂 。
and a response is 50 percent shrinkage .	反應是50% 。
and then we can visualize this data like a network , like a social network .	然後我們可以視覺化像一個網路 , 像是一個社交網路 。
so we're getting very close to the human sense of fairness .	所以我們很接近人類的感覺 。
i think we should triple the amount of money we're spending on it .	我想我們應該要花費用很多錢 。
it's depicted in orange on the screen .	它被放在螢幕上 。
like , how do you wrap your head around things that are so longlived ?	像是 , 你怎麼把你的頭包圍繞著這麼長的時間 ?
and therefore they're not perceived as a big loss .	因此他們沒有被視為巨大的損失 。
so i want you to take hold , to grab the issue you care the most about .	所以我想要你關心最多的議題
i hated that i was letting people disrespect me repeatedly .	我討厭我重複地重複 。
it's tens of thousands of pairs of shoes .	它有數萬的雙鞋 。
the average person experiences dozens of individual itches each day .	每一天 , 每一天都有十個人的體驗 。
" free " is a great word . you can serve it almost any way .	「 自由 」 是很棒的詞 , 你可以保持它幾乎任何方式 。
now , all this changes when a predator enters the scene .	現在 , 所有這些變化都在場景的改變 。
all the record collectors i know are obsessive maniacs .	我所有的記錄收集者都很迷戀 。
and they're indeed part of a public loop that goes through the building .	其中一部分的一部分是公眾的一部分 。
and yes , qatar wants to be a modern nation .	是的 , 卡達想要成為現代的國家 。
thirty million dollars spent mainly in land expropriation .	三千萬美元在土地上 。
would everybody put their hand under their bottom and feel their tailbone ?	每個人都把手放在底下嗎 ?
and as with amazon , so it is with netflix .	如亞馬遜 , 和亞馬遜一樣 。
it's like we've ripped the humanity out of our companies .	就像我們把人類從公司中脫離 。
now , you need to know this: governments and robots no longer control this game .	現在 , 你需要知道:政府和機器人不再控制這個遊戲 。
and i won't provide some feelgood , readymade solutions .	我不會提供一些感覺 , 準備好的解答 。
the baby remains sleeping , showing no interest at all .	嬰兒睡著 , 完全沒有興趣 。
then i could live in different universes , in parallel , at the same time .	我可以活在不同的宇宙中 , 在同一個時間 。
there's even drop caps to help you get into the text .	甚至有手錶可以幫助你進入文字
it was less than i would pay for a bar of chocolate at home .	比我還記得在家裡的巧克力 。
could i be misinterpreting the nature of my perceptions ?	我不能誤解我的感知嗎 ?
it's uncomfortable , but it's adaptive .	很不舒服 , 但它是適應性的 。
we want to enable the developer community to run their apps on our data .	我們想要讓開發者利用他們的應用程式 。
but to come back , where i am at the animal species , there is things to see .	但回到我在動物物種中 , 那裡有一些事情 。
what's interesting about this experiment is that it's not an aberration .	有趣的是 , 這實驗並不是一個積極 。
we all began in the awash valley in ethiopia .	我們都開始在衣索比亞的山谷 。
who really wants to eat chocolatecovered broccoli ?	誰真的想要吃巧克力的香檳 ?
so this idea of " disgust " is troubling to me .	所以 「 厭惡 」 讓我感到困擾 。
and the reason is what happened in south africa: nelson mandela .	原因在南非:尼爾遜曼德拉 。
and so one tuesday morning last june , there we were .	一個星期六早上 , 我們看了 。
child number two comes back but looks like that over their shoulder all the time .	孩子的兩歲時 , 孩子們都回頭看 , 看起來像這樣 。
so as long as you have the data , you can create the part on demand .	只要有資料 , 你可以創造出一部分的需求 。
he will share with us the new picture of urban india that he can see .	他會和我們分享一個新的圖片 , 能看到的 。
" no need for birth control , doc , are you sure about that ? "	「 不必要你確定那嗎 ? 」
and if he got that right , he would try and answer the question for the person too .	如果他有權 , 他會試著回答這個問題 。
it doesn't always work , but you cannot blame me for trying .	它不總是運作 , 但你不能怪我去嘗試 。
i've also entered in her age , her gender and her height .	我也在她的年齡 , 性別和她的身分 。
the human brain is wired to protect us when we feel a threat .	人類的大腦是為了保護我們當我們感到威脅
but all is not rosy in learning from nature about new medicines .	但並非從自然中學習到新藥物 。
and that's not so unlikely , given how connected our world is .	這並不不一樣 , 連接我們的世界是如何連結的 。
so they keep a fragment of an everevolving collective work .	所以他們保持一系列的集體工作
if he can see this pattern in his own brain , he can learn how to control it .	如果他能在自己的大腦中看到這個模式 , 他可以學習如何控制它 。
it might just change your life , and it might just help to begin to change the world .	它可能只是改變你的生活 , 可能只是改變世界 。
and i said , " well , you know , there's the proof . "	我說: 「 嗯 , 你知道的 , 有證據 。 」
and they will start to use as much as the old west are doing already .	他們會開始用很多舊的西方國家開始使用 。
chorus: one , two , three , four folds we make .	選擇:一、二、三、四個摺疊 。
you just have to respect the people and the process , and do the work .	你只需要尊重人們和過程的過程 , 這樣做 。
i can actually hear it now , because i see my time is ticking off .	我現在可以聽到它 , 因為我看到我的時間被壓倒了 。
and i said to myself , " i wanna get me one of them . "	我對自己說: 「 我把我拿來 。 」
osbourne and good both maintained their innocence .	奧斯匹克和好保持他們的獨裁 。
and it occurs everywhere you know , why bother ?	它會發生在哪裡 , 為什麼兩者呢 ?
so we're seeing this in all sorts of places in human life .	所以 , 我們在人類生活中看到這一切 。
and i think it exemplifies everything i've been talking about .	我一直在談論的一切 。
oh , i'm so sorry , technicians .	噢 , 我很抱歉 , 技能 。
and perhaps the clearest example of this is stoning adulterers .	或許最明顯的例子是 ,
we know our aim . ' and they just keep going through all these things .	我們知道我們的目標 , 他們只是繼續經歷這些事情 。
at least he'll get treated while we try to figure out the money situation .	至少他會被治療 , 我們試著找出錢的情況 。
we add neon and we add pastels and we use new materials .	我們再加上新材料 , 用新的材料 。
so what you see now is called " shadow foreshadow . "	所以你現在看到的是 「 陰影 」 。
practice for some reason became a very negative thing .	有些理由成為一個非常負面的東西 。
more than 95 percent of the electricity in the island was gone .	島嶼上有超過95%的電力
0 . 0 , so nothing to worry about , all fine .	0.0.00.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.
here's former google designer , tristan harris .	這裡是google設計師 , 嘗試stanharis 。
like the , what do you call those toes of the gecko ?	像這樣 , 你稱之為 「 哪裡 ? 」
kb: ok , give her a round of applause .	kb:好 , 請給她一顆怪胎 。
he was hiding from the pitiful look in people's eyes .	他躲藏在眼睛上 。
today , i'm going to take you around the world in 18 minutes .	今天 , 我要帶你們看看世界上18分鐘 。
and of course we had our human habitat , where we lived .	當然 , 我們居住了人類的習慣 。
now , i'll tell you another little , very important story about this picture .	現在 , 我會告訴各位另一個關於這張照片的重要故事
a few years ago , i got one of those spam emails .	幾年前 , 我收到一些電子郵件 。
and in two hours , after their backs were broke , they were changed .	兩小時後 , 他們被改變了 。
now , did you struggle with number four , my blindness ?	現在 , 你掙扎著四歲 , 我的失明嗎 ?
and i got it in my head that all the indians must be workers .	我在我的頭上所有的印度人都必須工作 。
protesters: health care is a human right ! fight , fight , fight !	抗爭 , 抗爭 , 抗爭 , 抗爭 !
many of his black classmates from yale also died young .	許多他在耶魯的黑人同學也死了 。
well , first of all , if something's too loud , speak up .	首先 , 如果有人太大聲說話
the guy guarding the ball can either go over or under .	那個傢伙會被放進去 。
people predicted the right direction but not the right magnitude .	人們預測正確的方向 , 但不是正確的方向 。
but then , do i have free will ? i mean , who am i anyway ?	但是 , 我有自由嗎 ? 我是說 , 我的意思是嗎 ?
but how much ? six years ? twelve years ? phd ?	但 , 六年 ? 六年 ? 六年 ? 六年 ?
for one person i talked to , transcendence came from seeing art .	對我來說 , 一個人 , 來自於看見藝術 。
britain will starve without genetically modified crops .	英國恆星沒有基因改造的作物 。
i wanted to create a suit that could teach a person kung fu .	我想要創造一個適用的工具 , 可以教導一個人 。
instead , they were all how should i put it they were all kind of robotic .	相反的 , 他們都是我如何放棄的 , 他們是怎麼樣的 。
the first is important when thinking about buildings in warmer regions .	首先 , 重要的是要在戰鬥區域的建設 。
i remember when i was at nasa in 2009 with 120 engineers .	我記得我在nasa2009年有120個工程師 。
what if we didn't sever anger from femininity ?	假如我們沒有從女性的憤怒呢 ?
my question really is , where is all the female superhero stuff ?	我的問題是 , 所有女性超級英雄嗎 ?
even though i've traveled a lot , i still think like an american woman .	即使我走了很多 , 我仍然覺得像美國女人一樣 。
he goes , " we're not looking back , we're looking forward .	他說: 「 我們不回頭 , 我們正向前看 。
anesthesiology and critical care look at that bag .	麻醉學和重要的關注 。
circles: 2πr . triangles: sum of their sides .	四角形:2.3角形 。 三角形 。
and he used crowdfunding to power a campaign .	他用了群眾來支持運動 。
so if you're given two , four , six , what's the rule ?	所以如果你有2、4、6 , 什麼呢 ?
i met kuwait's answer to bridget jones .	我遇到kuwatjones 。
furniture , flooring all are currently being prototyped .	所有人都已經被原住了 。
the only problem with that is it breaks everybody's boundaries .	唯一的問題是它破壞所有人的界限 。
so it's in that same sense that we look back in time to understand what the universe is made of .	所以 , 相同的 , 我們回去了解宇宙是如何的 。
i probably exposed myself and tried to predict someone that you might recognize .	我可能辨識出自己 , 試著預測某人 。
but individuals with severe depression , they have a pessimistic bias .	但對憂鬱症的人來說 , 他們有悲觀的偏見 。
but there's another type of transformation that occupies a very different emotional space .	但還有另一種不同的情緒空間 。
the amount of information that's now been collected on these people is just completely mindboggling .	這些人的信息已經被收集到這些人是完全不一樣的 。
she was a fellow cancer patient , but she had died three weeks earlier .	她是位癌症病患 , 但她有三週早期 。
so changes that children make in the real world need to translate to the virtual world .	所以改變孩子們在真實的世界中移動到虛擬世界 。
if human beings disappeared , life on earth as we know it would flourish . "	如果人類消失了 , 生活在地球上 , 我們都知道它會持續 。 」
they would take me about six months initially , but then i started getting faster at it .	他們會花了六個月的時間 , 但我開始開始更快 。
but mothering has taught me that all of our emotions are necessary .	但媽媽告訴我 , 我們的情緒是必要的 。
and the reason why is that it's not just straightforward looks that are important .	原因是 , 不只直覺看起來是很重要的 。
aid cannot solve our problems , i'm firmly convinced about that .	愛滋病無法解決的問題 , 我很肯定地說服 。
in true ted fashion , here is my most embarrassing picture .	在真正的ted時尚 , 這是我最尷尬的照片 。
the subsurface of earth contains a vast biodiversity .	地球包含了巨大生物多樣性
something like a billion people depend on fish , the quantity of fish in the oceans .	大約有10億人仰賴魚 , 魚類的魚類 。
the element he called ekamanganese is now called technetium .	他現在稱之為 「 techansekamanganekamanganekamanganese 」 。
if the future is now , what is it that we should be doing , and what should we be thinking about ?	如果未來現在 , 我們應該要做什麼呢 ? 我們應該要做什麼呢 ?
and so these days i try to learn from my grandfather's example in my own way .	所以 , 今天我要從我的祖父學到我自己的方式 。
i read martin gardner's columns in scientific american .	我讀馬丁·蓋茲在科學研究中 。
more precisely , the timber yard of a hardware store .	更精確地 , 一個硬體儲藏店 。
and that zipline thing didn't happen just because of the quality of the technology .	這種科技的品質並不只因為它的品質 。
music is the most powerful sound there is , often inappropriately deployed .	音樂是最強大的聲音 , 也常常被廣泛地使用 。
it looks a bit like a chess piece functions absolutely brilliantly .	它看起來有點像一片廚師 , 它看起來有點像一滴 。
you see , she's not so insignificant anymore now , is she ?	你看 , 她不再那麼有意思 , 對吧 ?
this is how an elevated water reservoir is constructed .	這裡的水是建設的
it was a complicated theory ; i'll tell you what it was soon enough .	它是個複雜的理論 , 我會告訴你它是什麼 。
well , i decided to be neighbors to a place called rubbertown .	我決定要鄰居在一個叫做橡膠的地方 。
if we go and put it in a couple more places , i think we'll be in good shape .	如果我們把它放進更多地方 , 我想我們會變成好的形狀 。
elizabeth: this is no time for mercy , walsingham .	伊莉莎白:這不是時間 , 好的 。
and how do we ensure consistency in the way we do things across these teams ?	我們要如何確保我們在這些團隊裡做的事情呢 ?
so we asked two questions: do people know what kind of level of inequality we have ?	所以我們問兩個問題:人們知道我們有多少不平等 ?
and the predictions are that the fluctuations that make us are minimal .	預測是我們最低的能量 。
okay , well , it's what i can do with some household tinfoil .	好吧 , 好吧 , 好吧 , 我可以用一些房子做的事 。
but it was important to create a perfect place , so i tried to , in order to work and create .	但重要的是要創造出一個完美的地方 , 所以我試著去創造一個完美的地方 。
in the future , tattoos will not only be beautiful , they'll be functional too .	在未來 , 皮膚會不會變得美麗 , 它們也會有功能 。
yet comparatively , we have about a dozen targeted medications .	然而 , 相同的 , 我們有十種特定的藥物 。
or , if you like to believe it , by supersecret government conspiracy .	或者 , 如果你喜歡相信它 , 超級政府的陰謀 。
i was thrust into a world i didn't quite know how to function in .	我完全不知道如何運作 。
so wolfram alpha knows about lots and lots of kinds of things .	所以wolframalpha知道很多很多的東西
kb: twice . ok , extend your left arm out in front of you .	kb:兩倍 。 好 , 你離開手臂 。
where everything was displayed in poorly labeled roachproof bins .	每件事都被放在貧窮的地板上 。
we learned about the power of hunger strikes he did to reach his goals .	我們學到了飢餓的力量 , 他要達到他的目標 。
and maybe there's somebody you need to have coffee with and find your common ground with them .	也許你需要咖啡 , 找到你的共同點 。
scene from a movie: " apocalypse now " great movie .	一片電影: 「 憤怒 」 大電影
now it's not about the leader anymore ; it's about them , plural .	現在這不是關於他們 , 而是關於他們 , 關於他們 。
